BINOMIAL,CITATION,CLASS,ORDER,FAMILY,GENUS,TSN,IUCN_ID,COMMON,IUCN_STATUS
Semnopithecus hypoleucos,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,573059,39838,Black-footed Gray Langur,VU
Semnopithecus schistaceus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,573059,39840,Nepal Gray Langur,LC
Semnopithecus priam,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,573059,135440,Tufted Gray Langur,NT
Simias concolor,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Simias,573039,20229,Pig-tailed Langur,CR
Theropithecus gelada,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Theropithecus,573034,21744,Gelada Baboon,LC
Trachypithecus auratus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573060,22034,Javan Lutung,VU
Trachypithecus cristatus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573061,22035,Silvery Lutung,NT
Trachypithecus geei,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573063,22037,Gee’s Golden Langur,EN
Trachypithecus obscurus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573065,22039,Dusky Leaf-monkey,NT
Trachypithecus phayrei,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573066,22040,Phayre’s Leaf-monkey,EN
Trachypithecus pileatus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573067,22041,Capped Langur,VU
Trachypithecus vetulus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573068,22042,Purple-faced Langur,EN
Trachypithecus delacouri,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573062,22043,Delacour's Langur,CR
Trachypithecus laotum,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573062,22044,Laotian Langur,VU
Trachypithecus poliocephalus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573062,22045,White-headed Langur,CR
Trachypithecus francoisi,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573062,39853,François’s Langur,EN
Trachypithecus shortridgei,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573067,39869,Shortridge’s Langur,EN
Trachypithecus germaini,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573061,39874,Indochinese Lutung,EN
Trachypithecus hatinhensis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573062,40789,Hatinh Langur,EN
Trachypithecus barbei,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573065,41554,Tenasserim Lutung,DD
Trachypithecus johnii,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,573064,44694,Nilgiri Langur,VU
Daubentonia madagascariensis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,DAUBENTONIIDAE,Daubentonia,572886,6302,Aye-aye,EN
Euoticus elegantulus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,GALAGIDAE,Euoticus,572893,8265,Southern Needle-clawed Galago,LC
Euoticus pallidus,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,GALAGIDAE,Euoticus,572894,8266,Northern Needle-clawed Galago,LC
Galago gallarum,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,GALAGIDAE,Galago,572896,8786,Somali Lesser Galago,LC
Galago matschiei,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,GALAGIDAE,Galago,572897,8787,Spectacled Lesser Galago,LC
Galago moholi,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,GALAGIDAE,Galago,572898,8788,Southern Lesser Galago,LC
Galago senegalensis,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,GALAGIDAE,Galago,572899,8789,Northern Lesser Galago,LC
Galagoides zanzibaricus,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,572901,8790,Zanzibar/udzungwa Galago,LC
Galagoides thomasi,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,944095,40653,Thomas's Dwarf Galago,LC
Otolemur crassicaudatus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,GALAGIDAE,Otolemur,572902,15643,Thick-tailed Greater Galago,LC
Otolemur garnettii,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,GALAGIDAE,Otolemur,572903,15644,Small-eared Greater Galago,LC
Sciurocheirus alleni,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,GALAGIDAE,Sciurocheirus,944100,8785,Allen's Galago,LC
Gorilla gorilla,UNEP-WCMC and IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HOMINIDAE,Gorilla,573080,9404,Western Gorilla,CR
Gorilla beringei,UNEP-WCMC and IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HOMINIDAE,Gorilla,573080,39994,Eastern Gorilla,EN
Pan paniscus,UNEP-WCMC and IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HOMINIDAE,Pan,573081,15932,Bonobo,EN
Pan troglodytes,UNEP-WCMC and IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HOMINIDAE,Pan,573082,15933,Chimpanzee,EN
Pongo pygmaeus,UNEP-WCMC and IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HOMINIDAE,Pongo,573083,17975,Bornean Orangutan,EN
Pongo abelii,UNEP-WCMC and IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HOMINIDAE,Pongo,573083,39780,Sumatran Orangutan,CR
Hoolock hoolock,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Hoolock,573072,39876,Western Hoolock Gibbon,EN
Hoolock leuconedys,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Hoolock,573075,39877,Eastern Hoolock Gibbon,VU
Hylobates agilis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,573069,10543,Agile Gibbon,EN
Hylobates klossii,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,573073,10547,Kloss’s Gibbon,EN
Hylobates lar,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,573074,10548,Lar Gibbon,EN
Hylobates moloch,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,573076,10550,Silvery Javan Gibbon,EN
Hylobates muelleri,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,573077,10551,Müller's Bornean Gibbon,EN
Hylobates pileatus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,573078,10552,Pileated Gibbon,EN
Hylobates albibarbis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,573069,39879,Bornean White-bearded Gibbon,EN
Nomascus concolor,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,573070,39775,Black Crested Gibbon,CR
Nomascus gabriellae,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,573071,39776,Red-cheeked Gibbon,EN
Nomascus leucogenys,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,573075,39895,Northern White-cheeked Gibbon,CR
Nomascus siki,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,573070,39896,Southern White-cheeked Gibbon,EN
Nomascus nasutus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,573070,41642,Cao-vit Crested Gibbon,CR
Nomascus hainanus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,573070,41643,Hainan Gibbon,CR
Symphalangus syndactylus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,HYLOBATIDAE,Symphalangus,573079,39779,Siamang,EN
Avahi laniger,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Avahi,572881,2434,Gmelin's Woolly Lemur,VU
Avahi occidentalis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Avahi,572881,2435,Lorenz Von Liburnau’s Woolly Lemur,EN
Avahi unicolor,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Avahi,572881,41579,Sambirano Woolly Lemur,EN
Avahi peyrierasi,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Avahi,572881,136285,Peyrieras' Woolly Lemur,VU
Avahi cleesei,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Avahi,572881,136335,Bemaraha Woolly Lemur,EN
Avahi meridionalis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Avahi,572881,136369,Southern Woolly Lemur,EN
Avahi ramanantsoavanai,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Avahi,572881,136434,Ramantsoavana's Southern Woolly Lemur,VU
Avahi betsileo,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Avahi,572881,136767,Betsileo Woolly Lemur,EN
Indri indri,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Indri,572882,10826,Indri,CR
Propithecus tattersalli,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,572884,18352,Golden-crowned Sifaka,CR
Propithecus verreauxi,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,572885,18354,Verreaux's Sifaka,EN
Propithecus coquereli,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,572885,18355,Coquerel's Sifaka,EN
Propithecus coronatus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,572885,18356,Crowned Sifaka,EN
Propithecus deckenii,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,572885,18357,Van Der Decken’s Sifaka,EN
Propithecus diadema,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,572883,18358,Diademed Sifaka,CR
Propithecus edwardsi,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,572883,18359,Milne-edward's Sifaka,EN
Propithecus candidus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,572883,18360,Silky Sifaka,CR
Propithecus perrieri,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,572883,18361,Perrier’s Sifaka,CR
Eulemur coronatus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,572865,8199,Crowned Lemur,EN
Eulemur mongoz,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,572867,8202,Mongoose Lemur,CR
Eulemur rubriventer,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,572868,8203,Red-bellied Lemur,VU
Eulemur albifrons,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,572864,8204,White-fronted Brown Lemur,EN
Eulemur cinereiceps,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,572864,8205,White-collared Lemur,CR
Eulemur collaris,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,572864,8206,Collared Brown Lemur,EN
Eulemur fulvus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,572864,8207,Common Brown Lemur,NT
Eulemur rufus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,572864,8209,Red Brown Lemur,VU
Eulemur sanfordi,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,572864,8210,Sanford's Brown Lemur,EN
Eulemur flavifrons,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,572866,8211,Blue-eyed Black Lemur,CR
Eulemur macaco,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,572866,8212,Black Lemur,VU
Eulemur rufifrons,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,572864,136269,Red-fronted Brown Lemur,NT
Hapalemur aureus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Hapalemur,572869,9672,Golden Bamboo Lemur,CR
Hapalemur griseus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Hapalemur,572870,9673,Eastern Lesser Bamboo Lemur,VU
Hapalemur alaotrensis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Hapalemur,572870,9676,Lake Alaotra Gentle Lemur,CR
Hapalemur occidentalis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Hapalemur,572870,9678,Sambirano Lesser Bamboo Lemur,VU
Hapalemur meridionalis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Hapalemur,572870,136384,Rusty-gray Lesser Bamboo Lemur,VU
Lemur catta,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Lemur,572872,11496,Ring-tailed Lemur,EN
Prolemur simus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Prolemur,572871,9674,Greater Bamboo Lemur,CR
Varecia variegata,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Varecia,572873,22918,Black-and-white Ruffed Lemur,CR
Varecia rubra,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEMURIDAE,Varecia,572873,22920,Red Ruffed Lemur,CR
Lepilemur dorsalis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572874,11616,Gray’s Sportive Lemur,VU
Lepilemur edwardsi,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572875,11617,Milne-edwards's Sportive Lemur,EN
Lepilemur leucopus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572876,11618,White-footed Sportive Lemur,EN
Lepilemur microdon,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572877,11619,Small-toothed Sportive Lemur,EN
Lepilemur mustelinus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572878,11620,Weasel Sportive Lemur,NT
Lepilemur ruficaudatus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572879,11621,Red-tailed Sportive Lemur,VU
Lepilemur septentrionalis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572880,11622,Sahafary Sportive Lemur,CR
Lepilemur randrianasoloi,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136254,Randrianasolo's Sportive Lemur,EN
Lepilemur fleuretae,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136263,Fleurete's Sportive Lemur,CR
Lepilemur wrightae,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136311,Wright's Sportive Lemur,EN
Lepilemur aeeclis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136376,Antafia Sportive Lemur,VU
Lepilemur jamesorum,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136491,James' Sportive Lemur,CR
Lepilemur milanoii,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136609,Daraina Sportive Lemur,EN
Lepilemur mittermeieri,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136622,Mittermeier's Sportive Lemur,EN
Lepilemur sahamalazensis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136645,Sahamalaza Peninsula Sportive Lemur,CR
Lepilemur betsileo,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136662,Betsileo Sportive Lemur,EN
Lepilemur petteri,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136677,Petter's Sportive Lemur,VU
Lepilemur seali,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136707,Seal's Sportive Lemur,VU
Lepilemur tymerlachsonorum,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136709,Nosy Be Sportive Lemur,CR
Lepilemur ankaranensis,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136731,Ankarana Sportive Lemur,EN
Lepilemur hubbardorum,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136761,Hubbard's Sportive Lemur,EN
Lepilemur grewcockorum,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136771,Grewcock's Sportive Lemur,EN
Lepilemur otto,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136796,Otto's Sportive Lemur,EN
Lepilemur ahmansonorum,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,572792,136843,Ahmanson’s Sportive Lemur,EN
Arctocebus aureus,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,LORISIDAE,Arctocebus,572887,2053,Golden Angwantibo,LC
Arctocebus calabarensis,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,LORISIDAE,Arctocebus,572888,2054,Calabar Angwantibo,LC
Loris tardigradus,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,LORISIDAE,Loris,572889,12375,Red Slender Loris,EN
Loris lydekkerianus,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,LORISIDAE,Loris,944106,44722,Gray Slender Loris,LC
Nycticebus pygmaeus,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LORISIDAE,Nycticebus,572891,14941,Pygmy Slow Loris,VU
Nycticebus bengalensis,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,LORISIDAE,Nycticebus,944107,39758,Bengal Slow Loris,VU
Nycticebus coucang,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LORISIDAE,Nycticebus,572890,39759,Greater Slow Loris,VU
Nycticebus menagensis,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,LORISIDAE,Nycticebus,944109,39760,Bornean Slow Loris,VU
Nycticebus javanicus,IUCN (International Union for the Conservation of Nature),MAMMALIA,PRIMATES,LORISIDAE,Nycticebus,944108,39761,Javan Slow Loris,CR
Perodicticus potto,IUCN (International Union for Conservation of Nature),MAMMALIA,PRIMATES,LORISIDAE,Perodicticus,572892,16629,Potto,LC
